LONGITUDE,LATITUDE,LABEL,LAYER,SYMBOL,KML_STYLE
-80.4597331,25.0831723,20414,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B23
-80.2850769,25.2926813,20415,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B23
-80.2859078,25.3001658,20416,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B23
-80.2624559,25.9591205,20417,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4357_tmp_png_hs32x1@SCALE=1.1,msn_E182
-80.3365357,25.9205406,20417,Topographic Survey,,
-80.2329997,25.7632224,20420,#¿NOMBRE?,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B9
-80.31708,25.6711804,20421,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B9
-80.29085,25.7550635,20422,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B9
-80.268571,25.7366608,20423,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B9
-80.296923,25.8473743,20424,#¿NOMBRE?,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B9
-80.166288,25.790859,20425,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B9
-80.3169883,25.6578788,20426,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B9
-80.4444678,25.4557859,20427,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B9
-80.289294,25.313623,20428,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B9
-80.2611513,25.7293479,20429,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B9
-80.260881,25.7969552,20430,Boundary/Topographic,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B9
-80.2468374,25.7168584,20431,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B9
-80.2739307,25.6934356,20432,(SUE),2020 LONGITUDE PROJECTS_kmz_GMD4377_tmp_png_hs32x1_c00ff55ff@SCALE=1.1,msn_S
-80.3710693,25.1696053,20433,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B4
-80.1767947,25.8616699,20434,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B4
-80.2855516,25.293623,20435,Update Survey,2020 LONGITUDE PROJECTS_kmz_GMD43D8_tmp_png_hs32x1@SCALE=1.1,msn_purple-diamond3
-80.2890073,25.2983305,20436,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B
-80.2390085,25.8833526,20437,Miscellaneous,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star12
-80.3984726,25.5662259,20438,Miscellaneous,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star12
-80.2869665,25.2972426,20439,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B16
-80.4334491,25.5142273,20440,(SUE),2020 LONGITUDE PROJECTS_kmz_GMD4377_tmp_png_hs32x1_c00ff55ff@SCALE=1.1,msn_S2
-80.2917178,25.7019583,20441,Topographic Survey,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond3
-80.2842511,25.3243443,20442,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B31
-80.4322303,25.5117801,20443,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B31
-80.2850298,25.6903359,20444,Boundary,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B31
-80.4130757,25.6243812,20445,Update Survey,2020 LONGITUDE PROJECTS_kmz_GMD43D8_tmp_png_hs32x1@SCALE=1.1,msn_purple-diamond0
-80.3644631,25.6847875,20447,Topographic,2020 LONGITUDE PROJECTS_kmz_GMD4336_tmp_png_hs32x1@SCALE=1.1,msn_ylw-diamond4
-80.1405944,25.7862131,20448,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B1
-80.2960664,25.9226532,20449,Miscellaneous,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star3
-80.4069256,25.5014847,20450,Miscellaneous,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star3
-80.2482716,25.7080927,20451,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B14
-80.2860926,25.6578198,20452,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B14
-80.2295188,25.7437087,20453,Draw Boundary Lines for the following properties:,,
-80.8890703,24.7900011,20454,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B5
-80.2836853,25.3186578,20455,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B5
-80.454313,25.4740743,20456,Tentative Plat,2020 LONGITUDE PROJECTS_kmz_GMD4438_tmp_png_c00ff55aa@SCALE=1.2,msn_star0
-80.3038467,25.6747008,20458,Update Survey,2020 LONGITUDE PROJECTS_kmz_GMD43D8_tmp_png_hs32x1@SCALE=1.1,msn_purple-diamond
-80.5112607,25.5809579,20460,Boundary Survey,2020 LONGITUDE PROJECTS_kmz_GMD4316_tmp_png_hs32x1@SCALE=1.1,msn_B2
